school_user_id,institution_id,journey_id,journey_status,current_step,completed_steps_count,total_sessions,total_minutes_spent,school_user_gender,completed_steps,started_at,journey_last_activity,completed_at,journey_created_at,journey_updated_at,step_1_thread_id,step_1_answers_count,step_1_has_data,step_2_status,step_2_answered_count,step_2_top_3_profiles,step_2_scores_activities,step_2_has_data,step_3_answers_count,step_3_has_data,step_4_score_universidad,step_4_score_tecnico,step_4_score_trabajo_estudio,step_4_suggested_route,step_4_has_data,step_5_favorites_count,step_5_completed,step_6_completed,step_7_thread_id,step_7_completed,step_7_has_summary,step_8_route_prioritized,step_8_question_set,step_8_plan_a_completed,step_8_immediate_steps_completed,step_8_immediate_route_mode,step_8_alt_plans_completed,step_8_cv_completed,step_8_future_letter_completed,step_8_completed,active_sessions,finished_sessions,step_1_sessions,step_1_first_start,step_1_last_end,step_1_minutes,step_2_sessions,step_2_first_start,step_2_last_end,step_2_minutes,step_3_sessions,step_3_first_start,step_3_last_end,step_3_minutes,step_4_sessions,step_4_first_start,step_4_last_end,step_4_minutes,step_5_sessions,step_5_first_start,step_5_last_end,step_5_minutes,step_6_sessions,step_6_first_start,step_6_last_end,step_6_minutes,step_7_sessions,step_7_first_start,step_7_last_end,step_7_minutes,step_8_sessions,step_8_first_start,step_8_last_end,step_8_minutes
18294648,udocz_2037523,j_18294648,completed,8,8,2,29,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_18294648,3,1,completed,56,AIE,{},1,8,1,1,4,94,trabajo_estudio,1,4,1,1,thr7_18294648,0,0,trabajo_estudio,set_A,1,0,universidad,0,1,1,0,0,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16,0,2026-03-15 10:00:00,2026-04-20 14:00:00,0,3,2026-03-15 10:00:00,2026-04-20 14:00:00,23,3,2026-03-15 10:00:00,2026-04-20 14:00:00,19,2,2026-03-15 10:00:00,2026-04-20 14:00:00,18,2,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,23,2,2026-03-15 10:00:00,2026-04-20 14:00:00,13
34507723,udocz_2037523,j_34507723,completed,8,8,6,88,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_34507723,3,1,completed,53,SIA,{},1,8,1,64,91,60,tecnico,1,6,1,0,thr7_34507723,0,0,tecnico,set_B,1,1,universidad,1,1,1,1,0,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,29,2,2026-03-15 10:00:00,2026-04-20 14:00:00,29,1,2026-03-15 10:00:00,2026-04-20 14:00:00,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20,3,2026-03-15 10:00:00,2026-04-20 14:00:00,12,2,2026-03-15 10:00:00,2026-04-20 14:00:00,21,3,2026-03-15 10:00:00,2026-04-20 14:00:00,27,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16
40566150,udocz_2037523,j_40566150,completed,8,8,4,51,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_40566150,2,1,completed,7,ICR,{},1,4,1,20,27,41,trabajo_estudio,1,6,1,0,thr7_40566150,0,0,trabajo_estudio,set_A,0,1,universidad,0,1,1,0,0,4,2,2026-03-15 10:00:00,2026-04-20 14:00:00,11,2,2026-03-15 10:00:00,2026-04-20 14:00:00,26,3,2026-03-15 10:00:00,2026-04-20 14:00:00,18,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,1,2026-03-15 10:00:00,2026-04-20 14:00:00,22,0,2026-03-15 10:00:00,2026-04-20 14:00:00,15,2,2026-03-15 10:00:00,2026-04-20 14:00:00,17,3,2026-03-15 10:00:00,2026-04-20 14:00:00,21
92741254,udocz_2037523,j_92741254,completed,8,8,5,78,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_92741254,4,1,completed,50,ACE,{},1,5,1,81,43,35,universidad,1,4,1,1,thr7_92741254,1,1,universidad,set_A,0,0,universidad,0,1,0,0,0,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,16,1,2026-03-15 10:00:00,2026-04-20 14:00:00,7,0,2026-03-15 10:00:00,2026-04-20 14:00:00,13,1,2026-03-15 10:00:00,2026-04-20 14:00:00,28,3,2026-03-15 10:00:00,2026-04-20 14:00:00,16,2,2026-03-15 10:00:00,2026-04-20 14:00:00,20,0,2026-03-15 10:00:00,2026-04-20 14:00:00,12,0,2026-03-15 10:00:00,2026-04-20 14:00:00,14
47445046,udocz_2037523,j_47445046,completed,8,8,3,81,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_47445046,1,1,completed,11,ESI,{},1,4,1,17,85,34,tecnico,1,5,1,0,thr7_47445046,0,0,tecnico,set_A,1,1,universidad,1,0,0,0,0,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,27,1,2026-03-15 10:00:00,2026-04-20 14:00:00,14,2,2026-03-15 10:00:00,2026-04-20 14:00:00,25,1,2026-03-15 10:00:00,2026-04-20 14:00:00,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,27,1,2026-03-15 10:00:00,2026-04-20 14:00:00,19,3,2026-03-15 10:00:00,2026-04-20 14:00:00,6,0,2026-03-15 10:00:00,2026-04-20 14:00:00,25
38362001,udocz_2037523,j_38362001,active,2,1,7,54,M,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_38362001,2,1,in_progress,43,RIA,{},1,5,1,49,3,52,trabajo_estudio,1,1,1,1,thr7_38362001,1,1,trabajo_estudio,set_B,1,0,universidad,0,0,1,0,0,7,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,2,2026-03-15 10:00:00,2026-04-20 14:00:00,4,0,2026-03-15 10:00:00,2026-04-20 14:00:00,15,2,2026-03-15 10:00:00,2026-04-20 14:00:00,29,2,2026-03-15 10:00:00,2026-04-20 14:00:00,17,2,2026-03-15 10:00:00,2026-04-20 14:00:00,17,2,2026-03-15 10:00:00,2026-04-20 14:00:00,28,2,2026-03-15 10:00:00,2026-04-20 14:00:00,13
16968306,udocz_2037523,j_16968306,completed,8,8,6,9,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_16968306,5,1,completed,21,RAS,{},1,8,1,49,53,16,tecnico,1,6,1,1,thr7_16968306,1,1,tecnico,set_A,1,1,universidad,0,0,0,0,0,6,0,2026-03-15 10:00:00,2026-04-20 14:00:00,16,3,2026-03-15 10:00:00,2026-04-20 14:00:00,13,1,2026-03-15 10:00:00,2026-04-20 14:00:00,17,3,2026-03-15 10:00:00,2026-04-20 14:00:00,9,2,2026-03-15 10:00:00,2026-04-20 14:00:00,7,3,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,14,1,2026-03-15 10:00:00,2026-04-20 14:00:00,24
91598428,udocz_2037523,j_91598428,completed,8,8,6,47,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_91598428,3,1,completed,58,ISC,{},1,8,1,44,34,5,universidad,1,1,1,1,thr7_91598428,0,0,universidad,set_B,1,0,universidad,0,1,1,0,0,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,0,1,2026-03-15 10:00:00,2026-04-20 14:00:00,10,2,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,0,0,2026-03-15 10:00:00,2026-04-20 14:00:00,15,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1,1,2026-03-15 10:00:00,2026-04-20 14:00:00,28,0,2026-03-15 10:00:00,2026-04-20 14:00:00,11
68624244,udocz_2369198,j_68624244,completed,8,8,7,28,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_68624244,5,1,completed,31,REC,{},1,7,1,77,40,22,universidad,1,3,1,1,thr7_68624244,1,1,universidad,set_B,0,0,universidad,0,0,1,0,0,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20,0,2026-03-15 10:00:00,2026-04-20 14:00:00,24,1,2026-03-15 10:00:00,2026-04-20 14:00:00,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20,3,2026-03-15 10:00:00,2026-04-20 14:00:00,3,2,2026-03-15 10:00:00,2026-04-20 14:00:00,18
86482629,udocz_2369198,j_86482629,abandoned,8,7,7,51,M,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_86482629,5,1,in_progress,13,AIE,{},1,6,1,32,4,46,trabajo_estudio,1,4,1,1,thr7_86482629,1,1,trabajo_estudio,set_B,1,1,universidad,0,1,0,0,0,7,0,2026-03-15 10:00:00,2026-04-20 14:00:00,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,8,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15,1,2026-03-15 10:00:00,2026-04-20 14:00:00,8,2,2026-03-15 10:00:00,2026-04-20 14:00:00,2,3,2026-03-15 10:00:00,2026-04-20 14:00:00,5,1,2026-03-15 10:00:00,2026-04-20 14:00:00,12,1,2026-03-15 10:00:00,2026-04-20 14:00:00,2
76251734,udocz_2369198,j_76251734,completed,8,8,5,43,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_76251734,5,1,in_progress,37,SIA,{},1,0,0,27,41,62,trabajo_estudio,1,4,1,1,thr7_76251734,1,1,trabajo_estudio,set_B,0,1,universidad,0,1,0,0,0,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,18,2,2026-03-15 10:00:00,2026-04-20 14:00:00,0,2,2026-03-15 10:00:00,2026-04-20 14:00:00,11,2,2026-03-15 10:00:00,2026-04-20 14:00:00,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,11,1,2026-03-15 10:00:00,2026-04-20 14:00:00,12
23714956,udocz_2369198,j_23714956,completed,8,8,3,40,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_23714956,5,1,completed,34,ICR,{},1,2,1,97,8,13,universidad,1,1,1,0,thr7_23714956,1,1,universidad,set_A,1,1,universidad,1,0,0,0,0,3,3,2026-03-15 10:00:00,2026-04-20 14:00:00,21,3,2026-03-15 10:00:00,2026-04-20 14:00:00,22,2,2026-03-15 10:00:00,2026-04-20 14:00:00,13,1,2026-03-15 10:00:00,2026-04-20 14:00:00,10,3,2026-03-15 10:00:00,2026-04-20 14:00:00,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,26,3,2026-03-15 10:00:00,2026-04-20 14:00:00,6,2,2026-03-15 10:00:00,2026-04-20 14:00:00,24
72689759,udocz_2369198,j_72689759,completed,8,8,5,13,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_72689759,5,1,in_progress,46,ACE,{},1,4,1,43,83,22,tecnico,1,2,1,1,thr7_72689759,0,0,tecnico,set_B,0,0,universidad,1,1,0,0,0,5,1,2026-03-15 10:00:00,2026-04-20 14:00:00,27,3,2026-03-15 10:00:00,2026-04-20 14:00:00,29,2,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,5,0,2026-03-15 10:00:00,2026-04-20 14:00:00,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,5,3,2026-03-15 10:00:00,2026-04-20 14:00:00,12,1,2026-03-15 10:00:00,2026-04-20 14:00:00,4
30648061,udocz_2369198,j_30648061,active,5,4,6,14,F,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_30648061,3,1,completed,0,ESI,{},1,0,0,80,97,28,tecnico,1,6,1,1,thr7_30648061,1,1,tecnico,set_A,0,0,universidad,0,0,0,0,0,6,0,2026-03-15 10:00:00,2026-04-20 14:00:00,24,2,2026-03-15 10:00:00,2026-04-20 14:00:00,10,1,2026-03-15 10:00:00,2026-04-20 14:00:00,29,2,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,9,0,2026-03-15 10:00:00,2026-04-20 14:00:00,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23
19172245,udocz_2369198,j_19172245,completed,8,8,1,55,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_19172245,2,1,completed,54,RIA,{},1,8,1,13,75,6,tecnico,1,6,1,1,thr7_19172245,1,1,tecnico,set_A,0,1,universidad,1,0,0,0,0,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,19,0,2026-03-15 10:00:00,2026-04-20 14:00:00,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,29,2,2026-03-15 10:00:00,2026-04-20 14:00:00,6,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1,0,2026-03-15 10:00:00,2026-04-20 14:00:00,7
14231720,udocz_2369198,j_14231720,active,7,6,5,55,F,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_14231720,5,1,completed,0,RAS,{},1,4,1,4,91,89,tecnico,1,2,1,1,thr7_14231720,1,1,tecnico,set_A,0,0,universidad,0,0,1,0,0,5,1,2026-03-15 10:00:00,2026-04-20 14:00:00,28,3,2026-03-15 10:00:00,2026-04-20 14:00:00,19,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,1,2026-03-15 10:00:00,2026-04-20 14:00:00,14,3,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,29,1,2026-03-15 10:00:00,2026-04-20 14:00:00,19,0,2026-03-15 10:00:00,2026-04-20 14:00:00,19
62276456,udocz_2369198,j_62276456,completed,8,8,6,84,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_62276456,4,1,completed,14,ISC,{},1,8,1,15,70,52,tecnico,1,2,1,1,thr7_62276456,0,0,tecnico,set_A,0,0,universidad,1,1,0,0,0,6,1,2026-03-15 10:00:00,2026-04-20 14:00:00,10,3,2026-03-15 10:00:00,2026-04-20 14:00:00,15,2,2026-03-15 10:00:00,2026-04-20 14:00:00,15,2,2026-03-15 10:00:00,2026-04-20 14:00:00,19,0,2026-03-15 10:00:00,2026-04-20 14:00:00,0,3,2026-03-15 10:00:00,2026-04-20 14:00:00,21,2,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,26
63762157,udocz_2369198,j_63762157,completed,8,8,3,84,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_63762157,2,1,completed,43,REC,{},1,8,1,47,57,8,tecnico,1,5,1,1,thr7_63762157,0,0,tecnico,set_B,0,0,universidad,0,1,1,0,0,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15,3,2026-03-15 10:00:00,2026-04-20 14:00:00,18,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15,0,2026-03-15 10:00:00,2026-04-20 14:00:00,17,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,13,0,2026-03-15 10:00:00,2026-04-20 14:00:00,28,3,2026-03-15 10:00:00,2026-04-20 14:00:00,17
77883414,udocz_2369198,j_77883414,completed,8,8,6,16,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_77883414,2,1,completed,41,AIE,{},1,8,1,93,14,58,universidad,1,6,1,0,thr7_77883414,0,0,universidad,set_A,0,1,universidad,0,1,1,0,0,6,0,2026-03-15 10:00:00,2026-04-20 14:00:00,15,1,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,8,1,2026-03-15 10:00:00,2026-04-20 14:00:00,17,1,2026-03-15 10:00:00,2026-04-20 14:00:00,13,3,2026-03-15 10:00:00,2026-04-20 14:00:00,0,2,2026-03-15 10:00:00,2026-04-20 14:00:00,22
62810867,udocz_2369198,j_62810867,completed,8,8,1,65,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_62810867,3,1,completed,24,SIA,{},1,2,1,8,54,7,tecnico,1,6,1,1,thr7_62810867,1,1,tecnico,set_A,1,0,universidad,1,1,1,1,0,1,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16,3,2026-03-15 10:00:00,2026-04-20 14:00:00,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,18,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,3,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,12,2,2026-03-15 10:00:00,2026-04-20 14:00:00,4
86852826,udocz_2369198,j_86852826,abandoned,2,1,1,32,F,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_86852826,2,1,completed,49,ICR,{},1,1,1,6,60,9,tecnico,1,2,1,1,thr7_86852826,1,1,tecnico,set_B,0,1,universidad,1,0,1,0,0,1,0,2026-03-15 10:00:00,2026-04-20 14:00:00,22,3,2026-03-15 10:00:00,2026-04-20 14:00:00,15,0,2026-03-15 10:00:00,2026-04-20 14:00:00,20,3,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,19,0,2026-03-15 10:00:00,2026-04-20 14:00:00,28,2,2026-03-15 10:00:00,2026-04-20 14:00:00,12,3,2026-03-15 10:00:00,2026-04-20 14:00:00,17
82251986,udocz_2369198,j_82251986,completed,8,8,2,42,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_82251986,2,1,in_progress,7,ACE,{},1,3,1,56,70,60,tecnico,1,1,1,0,thr7_82251986,0,0,tecnico,set_A,0,1,universidad,1,1,1,0,0,2,0,2026-03-15 10:00:00,2026-04-20 14:00:00,15,0,2026-03-15 10:00:00,2026-04-20 14:00:00,28,2,2026-03-15 10:00:00,2026-04-20 14:00:00,24,1,2026-03-15 10:00:00,2026-04-20 14:00:00,22,2,2026-03-15 10:00:00,2026-04-20 14:00:00,1,1,2026-03-15 10:00:00,2026-04-20 14:00:00,19,1,2026-03-15 10:00:00,2026-04-20 14:00:00,27,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20
87745885,udocz_2369198,j_87745885,completed,8,8,4,103,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_87745885,5,1,completed,34,ESI,{},1,4,1,21,12,46,trabajo_estudio,1,4,1,1,thr7_87745885,1,1,trabajo_estudio,set_A,1,0,universidad,0,0,1,0,0,4,3,2026-03-15 10:00:00,2026-04-20 14:00:00,10,2,2026-03-15 10:00:00,2026-04-20 14:00:00,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15,0,2026-03-15 10:00:00,2026-04-20 14:00:00,28,2,2026-03-15 10:00:00,2026-04-20 14:00:00,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,22
22192151,udocz_2369198,j_22192151,completed,8,8,1,33,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_22192151,3,1,completed,28,RIA,{},1,9,1,2,37,14,tecnico,1,2,1,0,thr7_22192151,0,0,tecnico,set_A,0,1,universidad,0,1,1,0,0,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,23,1,2026-03-15 10:00:00,2026-04-20 14:00:00,26,0,2026-03-15 10:00:00,2026-04-20 14:00:00,18,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15,3,2026-03-15 10:00:00,2026-04-20 14:00:00,24,2,2026-03-15 10:00:00,2026-04-20 14:00:00,6,1,2026-03-15 10:00:00,2026-04-20 14:00:00,9
97523033,udocz_2369198,j_97523033,completed,8,8,3,73,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_97523033,3,1,completed,20,RAS,{},1,8,1,2,51,56,trabajo_estudio,1,0,0,1,thr7_97523033,1,1,trabajo_estudio,set_A,0,0,universidad,1,1,1,0,0,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,25,3,2026-03-15 10:00:00,2026-04-20 14:00:00,11,3,2026-03-15 10:00:00,2026-04-20 14:00:00,20,3,2026-03-15 10:00:00,2026-04-20 14:00:00,21,1,2026-03-15 10:00:00,2026-04-20 14:00:00,27,1,2026-03-15 10:00:00,2026-04-20 14:00:00,14,2,2026-03-15 10:00:00,2026-04-20 14:00:00,7,0,2026-03-15 10:00:00,2026-04-20 14:00:00,23
21002152,udocz_2369198,j_21002152,completed,8,8,6,89,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_21002152,3,1,in_progress,27,ISC,{},1,1,1,20,86,13,tecnico,1,2,1,0,thr7_21002152,0,0,tecnico,set_A,0,0,universidad,0,1,0,0,0,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,28,2,2026-03-15 10:00:00,2026-04-20 14:00:00,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,0,2026-03-15 10:00:00,2026-04-20 14:00:00,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,28,3,2026-03-15 10:00:00,2026-04-20 14:00:00,0,2,2026-03-15 10:00:00,2026-04-20 14:00:00,5
47880281,udocz_2369198,j_47880281,completed,8,8,6,35,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_47880281,5,1,completed,18,REC,{},1,2,1,88,0,10,universidad,1,0,0,1,thr7_47880281,1,1,universidad,set_B,1,0,universidad,0,0,1,0,0,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,27,2,2026-03-15 10:00:00,2026-04-20 14:00:00,13,3,2026-03-15 10:00:00,2026-04-20 14:00:00,8,2,2026-03-15 10:00:00,2026-04-20 14:00:00,19,2,2026-03-15 10:00:00,2026-04-20 14:00:00,0,1,2026-03-15 10:00:00,2026-04-20 14:00:00,3,2,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,22
71338010,udocz_2369198,j_71338010,completed,8,8,7,50,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_71338010,5,1,completed,20,AIE,{},1,5,1,54,30,39,universidad,1,1,1,0,thr7_71338010,0,0,universidad,set_A,1,1,universidad,1,0,0,0,0,7,0,2026-03-15 10:00:00,2026-04-20 14:00:00,19,3,2026-03-15 10:00:00,2026-04-20 14:00:00,28,3,2026-03-15 10:00:00,2026-04-20 14:00:00,9,3,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,29,0,2026-03-15 10:00:00,2026-04-20 14:00:00,1
52795078,udocz_2369198,j_52795078,completed,8,8,2,86,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_52795078,3,1,completed,22,SIA,{},1,9,1,50,50,88,trabajo_estudio,1,6,1,0,thr7_52795078,0,0,trabajo_estudio,set_B,0,1,universidad,1,0,0,0,0,2,3,2026-03-15 10:00:00,2026-04-20 14:00:00,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,19,3,2026-03-15 10:00:00,2026-04-20 14:00:00,4,2,2026-03-15 10:00:00,2026-04-20 14:00:00,10,3,2026-03-15 10:00:00,2026-04-20 14:00:00,22,3,2026-03-15 10:00:00,2026-04-20 14:00:00,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,25
56849404,udocz_2369198,j_56849404,completed,8,8,4,35,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_56849404,3,1,completed,53,ICR,{},1,7,1,39,60,33,tecnico,1,1,1,0,thr7_56849404,1,1,tecnico,set_B,1,1,universidad,0,1,0,0,0,4,2,2026-03-15 10:00:00,2026-04-20 14:00:00,16,0,2026-03-15 10:00:00,2026-04-20 14:00:00,27,2,2026-03-15 10:00:00,2026-04-20 14:00:00,1,0,2026-03-15 10:00:00,2026-04-20 14:00:00,18,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16,2,2026-03-15 10:00:00,2026-04-20 14:00:00,28,3,2026-03-15 10:00:00,2026-04-20 14:00:00,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,5
