user_id,conversation_id,step,message_id,message_type,is_student,message_text,msg_length,ts_created,date_created
36245898,vconv_36245898_3,Step 6 - Otro,vmsg_36245898_0007,student,1,no estoy seguro de mi futuro,28,2026-05-10 16:38:32,
36245898,vconv_36245898_3,Step 3 - Otro,vmsg_36245898_0008,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-17 16:38:49,
36392437,vconv_36392437_1,Step 5 - Otro,vmsg_36392437_0001,student,1,ayudame a decidir,17,2026-05-10 11:15:13,
36392437,vconv_36392437_1,Step 8 - Plan de accion,vmsg_36392437_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-26 08:15:02,
36392437,vconv_36392437_1,Step 2 - Otro,vmsg_36392437_0003,student,1,me gustan las artes,19,2026-04-24 10:50:55,
36392437,vconv_36392437_2,Step 5 - Otro,vmsg_36392437_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-05-07 15:25:26,
36392437,vconv_36392437_2,Step 6 - Otro,vmsg_36392437_0005,student,1,tengo dudas sobre la universidad,32,2026-04-08 17:36:58,
36392437,vconv_36392437_2,Step 8 - Plan de accion,vmsg_36392437_0006,ai,0,Cuentame cuales son tus intereses.,34,2026-03-27 14:53:28,
36392437,vconv_36392437_3,Step 5 - Otro,vmsg_36392437_0007,student,1,me gusta la matematica,22,2026-04-16 09:39:47,
36428086,vconv_36428086_1,Step 5 - Otro,vmsg_36428086_0001,student,1,quiero ser ingeniero,20,2026-04-28 17:02:54,
36428086,vconv_36428086_1,Step 3 - Otro,vmsg_36428086_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-03-31 15:15:56,
36428086,vconv_36428086_1,Step 8 - Plan de accion,vmsg_36428086_0003,student,1,que carreras hay?,17,2026-04-29 18:14:36,
36428086,vconv_36428086_2,Step 7 - Decision familiar,vmsg_36428086_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-03-27 19:09:03,
36428086,vconv_36428086_2,Step 8 - Plan de accion,vmsg_36428086_0005,student,1,mi familia quiere que estudie medicina,38,2026-04-20 19:52:04,
36428086,vconv_36428086_2,Step 6 - Otro,vmsg_36428086_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-03-24 17:58:09,
36428086,vconv_36428086_3,Step 1 - Autoconocimiento,vmsg_36428086_0007,student,1,no se cuanto cuesta una carrera,31,2026-04-03 12:26:32,
36428086,vconv_36428086_3,Step 4 - Otro,vmsg_36428086_0008,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-15 12:10:54,
36516245,vconv_36516245_1,Step 4 - Otro,vmsg_36516245_0001,student,1,no se que estudiar,18,2026-05-08 16:21:50,
36516245,vconv_36516245_1,Step 5 - Otro,vmsg_36516245_0002,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-04-08 19:06:32,
36516245,vconv_36516245_1,Step 5 - Otro,vmsg_36516245_0003,student,1,quiero ser ingeniero,20,2026-05-11 10:48:37,
36888525,vconv_36888525_1,Step 5 - Otro,vmsg_36888525_0001,student,1,no estoy seguro de mi futuro,28,2026-05-07 18:02:43,
36888525,vconv_36888525_1,Step 4 - Otro,vmsg_36888525_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-28 08:18:37,
36888525,vconv_36888525_1,Step 8 - Plan de accion,vmsg_36888525_0003,student,1,ayudame a decidir,17,2026-05-07 18:00:32,
36888525,vconv_36888525_2,Step 4 - Otro,vmsg_36888525_0004,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-05-08 18:30:43,
36888525,vconv_36888525_2,Step 4 - Otro,vmsg_36888525_0005,student,1,me gustan las artes,19,2026-04-28 10:47:10,
36888525,vconv_36888525_2,Step 7 - Decision familiar,vmsg_36888525_0006,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-14 15:03:53,
36888525,vconv_36888525_3,Step 6 - Otro,vmsg_36888525_0007,student,1,tengo dudas sobre la universidad,32,2026-04-28 18:58:41,
36950418,vconv_36950418_1,Step 4 - Otro,vmsg_36950418_0001,student,1,no se que estudiar,18,2026-04-24 14:46:51,
36950418,vconv_36950418_1,Step 1 - Autoconocimiento,vmsg_36950418_0002,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-04-14 13:05:55,
36950418,vconv_36950418_1,Step 3 - Otro,vmsg_36950418_0003,student,1,quiero ser ingeniero,20,2026-05-01 18:20:22,
36950418,vconv_36950418_2,Step 7 - Decision familiar,vmsg_36950418_0004,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-10 19:36:20,
36950418,vconv_36950418_2,Step 2 - Otro,vmsg_36950418_0005,student,1,que carreras hay?,17,2026-03-30 17:12:06,
36974066,vconv_36974066_1,Step 1 - Autoconocimiento,vmsg_36974066_0001,student,1,ayudame a decidir,17,2026-03-25 16:21:38,
36974066,vconv_36974066_1,Step 3 - Otro,vmsg_36974066_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-21 15:03:19,
36974066,vconv_36974066_1,Step 5 - Otro,vmsg_36974066_0003,student,1,me gustan las artes,19,2026-04-04 19:34:19,
36974066,vconv_36974066_2,Step 6 - Otro,vmsg_36974066_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-28 17:26:56,
36974066,vconv_36974066_2,Step 7 - Decision familiar,vmsg_36974066_0005,student,1,tengo dudas sobre la universidad,32,2026-05-01 15:03:45,
36974066,vconv_36974066_2,Step 1 - Autoconocimiento,vmsg_36974066_0006,ai,0,Cuentame cuales son tus intereses.,34,2026-05-09 08:14:18,
36974066,vconv_36974066_3,Step 2 - Otro,vmsg_36974066_0007,student,1,me gusta la matematica,22,2026-05-04 17:28:57,
36974066,vconv_36974066_3,Step 6 - Otro,vmsg_36974066_0008,ai,0,Que materias te gustan mas?,27,2026-04-14 19:34:46,
37011084,vconv_37011084_1,Step 6 - Otro,vmsg_37011084_0001,student,1,no estoy seguro de mi futuro,28,2026-04-17 12:25:25,
37011084,vconv_37011084_1,Step 5 - Otro,vmsg_37011084_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-03-24 11:14:00,
37011084,vconv_37011084_1,Step 1 - Autoconocimiento,vmsg_37011084_0003,student,1,ayudame a decidir,17,2026-04-07 11:19:26,
37011084,vconv_37011084_2,Step 5 - Otro,vmsg_37011084_0004,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-06 17:24:39,
37067436,vconv_37067436_1,Step 7 - Decision familiar,vmsg_37067436_0001,student,1,me gustan las artes,19,2026-04-01 11:41:27,
37067436,vconv_37067436_1,Step 1 - Autoconocimiento,vmsg_37067436_0002,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-01 14:38:24,
37067436,vconv_37067436_1,Step 3 - Otro,vmsg_37067436_0003,student,1,tengo dudas sobre la universidad,32,2026-05-03 10:05:53,
37067436,vconv_37067436_2,Step 2 - Otro,vmsg_37067436_0004,ai,0,Cuentame cuales son tus intereses.,34,2026-04-09 12:54:46,
37067436,vconv_37067436_2,Step 7 - Decision familiar,vmsg_37067436_0005,student,1,me gusta la matematica,22,2026-04-17 10:40:33,
37067436,vconv_37067436_2,Step 2 - Otro,vmsg_37067436_0006,ai,0,Que materias te gustan mas?,27,2026-04-19 17:56:41,
37067436,vconv_37067436_3,Step 4 - Otro,vmsg_37067436_0007,student,1,no estoy seguro de mi futuro,28,2026-04-23 11:17:31,
37067436,vconv_37067436_3,Step 1 - Autoconocimiento,vmsg_37067436_0008,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-03-25 09:09:06,
37193536,vconv_37193536_1,Step 8 - Plan de accion,vmsg_37193536_0001,student,1,ayudame a decidir,17,2026-04-21 09:40:00,
37193536,vconv_37193536_1,Step 5 - Otro,vmsg_37193536_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-07 08:05:01,
37193536,vconv_37193536_1,Step 3 - Otro,vmsg_37193536_0003,student,1,me gustan las artes,19,2026-04-08 10:44:05,
37193536,vconv_37193536_2,Step 5 - Otro,vmsg_37193536_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-20 14:26:34,
37230989,vconv_37230989_1,Step 1 - Autoconocimiento,vmsg_37230989_0001,student,1,tengo dudas sobre la universidad,32,2026-04-03 12:19:59,
37230989,vconv_37230989_1,Step 4 - Otro,vmsg_37230989_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-04-29 09:25:56,
37230989,vconv_37230989_1,Step 3 - Otro,vmsg_37230989_0003,student,1,me gusta la matematica,22,2026-04-28 14:40:54,
37230989,vconv_37230989_2,Step 2 - Otro,vmsg_37230989_0004,ai,0,Que materias te gustan mas?,27,2026-04-15 13:53:35,
37230989,vconv_37230989_2,Step 4 - Otro,vmsg_37230989_0005,student,1,no estoy seguro de mi futuro,28,2026-04-26 09:16:12,
37230989,vconv_37230989_2,Step 8 - Plan de accion,vmsg_37230989_0006,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-09 10:32:46,
37230989,vconv_37230989_3,Step 3 - Otro,vmsg_37230989_0007,student,1,ayudame a decidir,17,2026-04-02 15:19:31,
37305288,vconv_37305288_1,Step 7 - Decision familiar,vmsg_37305288_0001,student,1,mi familia quiere que estudie medicina,38,2026-04-22 10:29:51,
37305288,vconv_37305288_1,Step 8 - Plan de accion,vmsg_37305288_0002,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-10 11:00:47,
37305288,vconv_37305288_1,Step 5 - Otro,vmsg_37305288_0003,student,1,no se cuanto cuesta una carrera,31,2026-05-06 18:27:08,
37305288,vconv_37305288_2,Step 5 - Otro,vmsg_37305288_0004,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-11 10:31:59,
37305288,vconv_37305288_2,Step 1 - Autoconocimiento,vmsg_37305288_0005,student,1,no se que estudiar,18,2026-05-11 14:57:39,
37305288,vconv_37305288_2,Step 5 - Otro,vmsg_37305288_0006,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-03-29 15:32:00,
37305288,vconv_37305288_3,Step 4 - Otro,vmsg_37305288_0007,student,1,quiero ser ingeniero,20,2026-04-19 19:10:57,
37452458,vconv_37452458_1,Step 8 - Plan de accion,vmsg_37452458_0001,student,1,no estoy seguro de mi futuro,28,2026-04-19 12:04:58,
37452458,vconv_37452458_1,Step 2 - Otro,vmsg_37452458_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-28 09:17:36,
37452458,vconv_37452458_1,Step 7 - Decision familiar,vmsg_37452458_0003,student,1,ayudame a decidir,17,2026-05-11 09:29:58,
37452458,vconv_37452458_2,Step 4 - Otro,vmsg_37452458_0004,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-16 17:55:40,
37452458,vconv_37452458_2,Step 2 - Otro,vmsg_37452458_0005,student,1,me gustan las artes,19,2026-04-27 16:41:27,
37452458,vconv_37452458_2,Step 7 - Decision familiar,vmsg_37452458_0006,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-26 13:14:19,
37452458,vconv_37452458_3,Step 7 - Decision familiar,vmsg_37452458_0007,student,1,tengo dudas sobre la universidad,32,2026-04-23 15:52:46,
37452458,vconv_37452458_3,Step 1 - Autoconocimiento,vmsg_37452458_0008,ai,0,Cuentame cuales son tus intereses.,34,2026-04-01 12:22:57,
37527000,vconv_37527000_1,Step 7 - Decision familiar,vmsg_37527000_0001,student,1,me gusta la matematica,22,2026-04-24 19:37:23,
37527000,vconv_37527000_1,Step 6 - Otro,vmsg_37527000_0002,ai,0,Que materias te gustan mas?,27,2026-04-11 17:24:52,
37670623,vconv_37670623_1,Step 2 - Otro,vmsg_37670623_0001,student,1,no estoy seguro de mi futuro,28,2026-04-08 08:43:56,
37670623,vconv_37670623_1,Step 7 - Decision familiar,vmsg_37670623_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-27 14:15:05,
37670623,vconv_37670623_1,Step 6 - Otro,vmsg_37670623_0003,student,1,ayudame a decidir,17,2026-04-01 17:06:57,
37670623,vconv_37670623_2,Step 3 - Otro,vmsg_37670623_0004,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-05-06 10:19:59,
37670623,vconv_37670623_2,Step 2 - Otro,vmsg_37670623_0005,student,1,me gustan las artes,19,2026-04-02 15:23:53,
37670623,vconv_37670623_2,Step 1 - Autoconocimiento,vmsg_37670623_0006,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-26 17:14:36,
37943319,vconv_37943319_1,Step 2 - Otro,vmsg_37943319_0001,student,1,tengo dudas sobre la universidad,32,2026-04-11 09:41:45,
37943319,vconv_37943319_1,Step 4 - Otro,vmsg_37943319_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-04-29 15:30:45,
37997626,vconv_37997626_1,Step 6 - Otro,vmsg_37997626_0001,student,1,me gusta la matematica,22,2026-04-30 09:58:19,
37997626,vconv_37997626_1,Step 7 - Decision familiar,vmsg_37997626_0002,ai,0,Que materias te gustan mas?,27,2026-04-20 18:53:05,
38172467,vconv_38172467_1,Step 6 - Otro,vmsg_38172467_0001,student,1,no estoy seguro de mi futuro,28,2026-04-06 14:16:46,
38172467,vconv_38172467_1,Step 6 - Otro,vmsg_38172467_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-05-09 12:49:33,
38293525,vconv_38293525_1,Step 7 - Decision familiar,vmsg_38293525_0001,student,1,ayudame a decidir,17,2026-04-24 17:08:50,
38293525,vconv_38293525_1,Step 8 - Plan de accion,vmsg_38293525_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-03-27 18:01:20,
38293525,vconv_38293525_1,Step 4 - Otro,vmsg_38293525_0003,student,1,me gustan las artes,19,2026-04-24 11:32:25,
38293525,vconv_38293525_2,Step 8 - Plan de accion,vmsg_38293525_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-11 08:53:41,
38362001,vconv_38362001_1,Step 6 - Otro,vmsg_38362001_0001,student,1,tengo dudas sobre la universidad,32,2026-04-03 09:05:34,
38362001,vconv_38362001_1,Step 2 - Otro,vmsg_38362001_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-03-31 09:19:51,
38454724,vconv_38454724_1,Step 6 - Otro,vmsg_38454724_0001,student,1,me gusta la matematica,22,2026-04-20 10:00:03,
38454724,vconv_38454724_1,Step 4 - Otro,vmsg_38454724_0002,ai,0,Que materias te gustan mas?,27,2026-05-07 12:43:47,
38454724,vconv_38454724_1,Step 3 - Otro,vmsg_38454724_0003,student,1,no estoy seguro de mi futuro,28,2026-04-04 12:08:40,
38454724,vconv_38454724_2,Step 3 - Otro,vmsg_38454724_0004,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-05-05 12:00:52,
38633522,vconv_38633522_1,Step 3 - Otro,vmsg_38633522_0001,student,1,ayudame a decidir,17,2026-04-27 10:51:55,
38633522,vconv_38633522_1,Step 5 - Otro,vmsg_38633522_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-05-06 14:44:19,
38633522,vconv_38633522_1,Step 8 - Plan de accion,vmsg_38633522_0003,student,1,me gustan las artes,19,2026-04-07 09:56:25,
38633522,vconv_38633522_2,Step 3 - Otro,vmsg_38633522_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-20 11:03:24,
38633522,vconv_38633522_2,Step 7 - Decision familiar,vmsg_38633522_0005,student,1,tengo dudas sobre la universidad,32,2026-04-05 12:54:09,
38633522,vconv_38633522_2,Step 1 - Autoconocimiento,vmsg_38633522_0006,ai,0,Cuentame cuales son tus intereses.,34,2026-04-27 19:58:03,
38633522,vconv_38633522_3,Step 5 - Otro,vmsg_38633522_0007,student,1,me gusta la matematica,22,2026-03-27 15:43:43,
38871693,vconv_38871693_1,Step 1 - Autoconocimiento,vmsg_38871693_0001,student,1,quiero ser ingeniero,20,2026-03-27 16:42:42,
38871693,vconv_38871693_1,Step 4 - Otro,vmsg_38871693_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-05 16:06:24,
38871693,vconv_38871693_1,Step 4 - Otro,vmsg_38871693_0003,student,1,que carreras hay?,17,2026-04-06 18:03:58,
38871693,vconv_38871693_2,Step 8 - Plan de accion,vmsg_38871693_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-05-10 09:15:04,
38871693,vconv_38871693_2,Step 2 - Otro,vmsg_38871693_0005,student,1,mi familia quiere que estudie medicina,38,2026-04-16 12:43:17,
38871693,vconv_38871693_2,Step 2 - Otro,vmsg_38871693_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-05-04 09:21:48,
38871693,vconv_38871693_3,Step 2 - Otro,vmsg_38871693_0007,student,1,no se cuanto cuesta una carrera,31,2026-03-26 14:47:18,
39023064,vconv_39023064_1,Step 1 - Autoconocimiento,vmsg_39023064_0001,student,1,tengo dudas sobre la universidad,32,2026-04-05 12:51:58,
39023064,vconv_39023064_1,Step 5 - Otro,vmsg_39023064_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-05-11 19:02:19,
39023064,vconv_39023064_1,Step 6 - Otro,vmsg_39023064_0003,student,1,me gusta la matematica,22,2026-03-31 08:16:30,
39255834,vconv_39255834_1,Step 1 - Autoconocimiento,vmsg_39255834_0001,student,1,quiero ser ingeniero,20,2026-04-29 19:07:02,
39255834,vconv_39255834_1,Step 3 - Otro,vmsg_39255834_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-30 19:56:53,
39255834,vconv_39255834_1,Step 4 - Otro,vmsg_39255834_0003,student,1,que carreras hay?,17,2026-04-16 18:17:31,
39255834,vconv_39255834_2,Step 4 - Otro,vmsg_39255834_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-03-26 13:09:00,
39255834,vconv_39255834_2,Step 4 - Otro,vmsg_39255834_0005,student,1,mi familia quiere que estudie medicina,38,2026-05-12 12:28:42,
39255834,vconv_39255834_2,Step 6 - Otro,vmsg_39255834_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-15 16:59:16,
39255834,vconv_39255834_3,Step 8 - Plan de accion,vmsg_39255834_0007,student,1,no se cuanto cuesta una carrera,31,2026-04-11 13:13:39,
39255834,vconv_39255834_3,Step 7 - Decision familiar,vmsg_39255834_0008,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-05-12 18:59:44,
39385214,vconv_39385214_1,Step 8 - Plan de accion,vmsg_39385214_0001,student,1,no se que estudiar,18,2026-04-10 11:00:47,
39385214,vconv_39385214_1,Step 4 - Otro,vmsg_39385214_0002,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-03-25 10:47:24,
39385214,vconv_39385214_1,Step 3 - Otro,vmsg_39385214_0003,student,1,quiero ser ingeniero,20,2026-05-02 12:21:43,
39385214,vconv_39385214_2,Step 1 - Autoconocimiento,vmsg_39385214_0004,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-20 14:30:56,
39588568,vconv_39588568_1,Step 4 - Otro,vmsg_39588568_0001,student,1,que carreras hay?,17,2026-04-11 14:08:15,
39588568,vconv_39588568_1,Step 4 - Otro,vmsg_39588568_0002,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-03-26 11:21:58,
39625124,vconv_39625124_1,Step 3 - Otro,vmsg_39625124_0001,student,1,mi familia quiere que estudie medicina,38,2026-04-22 14:25:47,
39625124,vconv_39625124_1,Step 3 - Otro,vmsg_39625124_0002,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-05-02 10:43:24,
39625124,vconv_39625124_1,Step 5 - Otro,vmsg_39625124_0003,student,1,no se cuanto cuesta una carrera,31,2026-04-14 14:59:30,
39625124,vconv_39625124_2,Step 7 - Decision familiar,vmsg_39625124_0004,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-05-10 12:29:29,
39625124,vconv_39625124_2,Step 1 - Autoconocimiento,vmsg_39625124_0005,student,1,no se que estudiar,18,2026-03-26 19:40:02,
39625124,vconv_39625124_2,Step 3 - Otro,vmsg_39625124_0006,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-05-09 08:25:13,
39625124,vconv_39625124_3,Step 6 - Otro,vmsg_39625124_0007,student,1,quiero ser ingeniero,20,2026-04-16 17:55:40,
39625124,vconv_39625124_3,Step 4 - Otro,vmsg_39625124_0008,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-18 17:46:09,
39667843,vconv_39667843_1,Step 6 - Otro,vmsg_39667843_0001,student,1,que carreras hay?,17,2026-05-03 12:58:27,
39667843,vconv_39667843_1,Step 5 - Otro,vmsg_39667843_0002,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-04-16 08:56:05,
39667843,vconv_39667843_1,Step 4 - Otro,vmsg_39667843_0003,student,1,mi familia quiere que estudie medicina,38,2026-05-04 12:12:11,
39667843,vconv_39667843_2,Step 2 - Otro,vmsg_39667843_0004,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-24 12:24:51,
39667843,vconv_39667843_2,Step 7 - Decision familiar,vmsg_39667843_0005,student,1,no se cuanto cuesta una carrera,31,2026-04-01 12:46:59,
39667843,vconv_39667843_2,Step 8 - Plan de accion,vmsg_39667843_0006,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-18 14:29:32,
39667843,vconv_39667843_3,Step 5 - Otro,vmsg_39667843_0007,student,1,no se que estudiar,18,2026-03-27 13:45:45,
39685383,vconv_39685383_1,Step 8 - Plan de accion,vmsg_39685383_0001,student,1,me gusta la matematica,22,2026-03-26 09:43:39,
39685383,vconv_39685383_1,Step 1 - Autoconocimiento,vmsg_39685383_0002,ai,0,Que materias te gustan mas?,27,2026-05-08 10:36:41,
39739199,vconv_39739199_1,Step 3 - Otro,vmsg_39739199_0001,student,1,no estoy seguro de mi futuro,28,2026-04-04 08:08:22,
39739199,vconv_39739199_1,Step 5 - Otro,vmsg_39739199_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-18 12:59:58,
39802400,vconv_39802400_1,Step 7 - Decision familiar,vmsg_39802400_0001,student,1,ayudame a decidir,17,2026-04-21 10:52:06,
39802400,vconv_39802400_1,Step 2 - Otro,vmsg_39802400_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-24 17:17:35,
39802400,vconv_39802400_1,Step 5 - Otro,vmsg_39802400_0003,student,1,me gustan las artes,19,2026-04-28 19:27:05,
39802400,vconv_39802400_2,Step 1 - Autoconocimiento,vmsg_39802400_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-05-09 11:06:52,
39949995,vconv_39949995_1,Step 7 - Decision familiar,vmsg_39949995_0001,student,1,tengo dudas sobre la universidad,32,2026-05-08 15:29:24,
39949995,vconv_39949995_1,Step 1 - Autoconocimiento,vmsg_39949995_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-03-26 13:35:13,
39949995,vconv_39949995_1,Step 4 - Otro,vmsg_39949995_0003,student,1,me gusta la matematica,22,2026-04-10 15:49:08,
39949995,vconv_39949995_2,Step 4 - Otro,vmsg_39949995_0004,ai,0,Que materias te gustan mas?,27,2026-04-30 19:02:16,
39949995,vconv_39949995_2,Step 6 - Otro,vmsg_39949995_0005,student,1,no estoy seguro de mi futuro,28,2026-03-24 09:16:02,
39990301,vconv_39990301_1,Step 4 - Otro,vmsg_39990301_0001,student,1,que carreras hay?,17,2026-04-22 14:32:20,
39990301,vconv_39990301_1,Step 2 - Otro,vmsg_39990301_0002,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-03-26 15:20:04,
39990301,vconv_39990301_1,Step 1 - Autoconocimiento,vmsg_39990301_0003,student,1,mi familia quiere que estudie medicina,38,2026-05-09 12:32:04,
39990301,vconv_39990301_2,Step 6 - Otro,vmsg_39990301_0004,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-01 16:58:12,
39990301,vconv_39990301_2,Step 6 - Otro,vmsg_39990301_0005,student,1,no se cuanto cuesta una carrera,31,2026-04-13 14:22:46,
39990301,vconv_39990301_2,Step 3 - Otro,vmsg_39990301_0006,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-05-01 17:14:50,
39990301,vconv_39990301_3,Step 1 - Autoconocimiento,vmsg_39990301_0007,student,1,no se que estudiar,18,2026-04-04 16:08:58,
39990301,vconv_39990301_3,Step 2 - Otro,vmsg_39990301_0008,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-05-12 17:54:12,
40087979,vconv_40087979_1,Step 3 - Otro,vmsg_40087979_0001,student,1,quiero ser ingeniero,20,2026-04-10 12:15:03,
40087979,vconv_40087979_1,Step 7 - Decision familiar,vmsg_40087979_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-03-28 16:27:00,
40087979,vconv_40087979_1,Step 8 - Plan de accion,vmsg_40087979_0003,student,1,que carreras hay?,17,2026-04-28 13:15:42,
40087979,vconv_40087979_2,Step 5 - Otro,vmsg_40087979_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-05-04 12:07:49,
40087979,vconv_40087979_2,Step 8 - Plan de accion,vmsg_40087979_0005,student,1,mi familia quiere que estudie medicina,38,2026-05-11 08:09:08,
40087979,vconv_40087979_2,Step 1 - Autoconocimiento,vmsg_40087979_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-20 17:45:22,
40116446,vconv_40116446_1,Step 2 - Otro,vmsg_40116446_0001,student,1,no se cuanto cuesta una carrera,31,2026-04-30 13:04:00,
40116446,vconv_40116446_1,Step 1 - Autoconocimiento,vmsg_40116446_0002,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-03-30 17:07:44,
40116446,vconv_40116446_1,Step 2 - Otro,vmsg_40116446_0003,student,1,no se que estudiar,18,2026-04-07 18:23:14,
40118366,vconv_40118366_1,Step 6 - Otro,vmsg_40118366_0001,student,1,me gusta la matematica,22,2026-03-26 19:13:49,
40118366,vconv_40118366_1,Step 2 - Otro,vmsg_40118366_0002,ai,0,Que materias te gustan mas?,27,2026-05-02 09:22:35,
40118366,vconv_40118366_1,Step 4 - Otro,vmsg_40118366_0003,student,1,no estoy seguro de mi futuro,28,2026-03-30 15:44:43,
40118366,vconv_40118366_2,Step 3 - Otro,vmsg_40118366_0004,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-03-29 14:13:22,
40118366,vconv_40118366_2,Step 1 - Autoconocimiento,vmsg_40118366_0005,student,1,ayudame a decidir,17,2026-04-16 12:08:20,
40146768,vconv_40146768_1,Step 7 - Decision familiar,vmsg_40146768_0001,student,1,mi familia quiere que estudie medicina,38,2026-04-25 14:39:54,
40146768,vconv_40146768_1,Step 5 - Otro,vmsg_40146768_0002,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-09 16:31:02,
40527250,vconv_40527250_1,Step 1 - Autoconocimiento,vmsg_40527250_0001,student,1,no se cuanto cuesta una carrera,31,2026-05-02 08:54:11,
40527250,vconv_40527250_1,Step 5 - Otro,vmsg_40527250_0002,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-14 15:03:53,
40552120,vconv_40552120_1,Step 8 - Plan de accion,vmsg_40552120_0001,student,1,no se que estudiar,18,2026-04-11 19:42:29,
